ID,Comments,raw text,emojis
15744,happy easter.  🥚🍳🐤🐣🐥🐇🐰🐤,happy easter.  ,"['🥚', '🍳', '🐤', '🐣', '🐥', '🐇', '🐰', '🐤']"
15745,not finished 😁 but a lot were added last night with my friends sjjdhd,not finished  but a lot were added last night with my friends sjjdhd,['😁']
15746,people saw scoups running around w kkuma and that people isn’t me 🥲,people saw scoups running around w kkuma and that people isn’t me ,['🥲']
15747,chef dalinar cooking up some hot new war crimes 👨‍🍳,chef dalinar cooking up some hot new war crimes ‍,"['👨', '🍳']"
15748,omg why this got more likes😭😭 anyways i miss you giselle where are you😭 #지구젤리버블,omg why this got more likes anyways i miss you giselle where are you #지구젤리버블,"['😭', '😭', '😭']"
15749,"step 4) it's time to cook 🍳 😋 place your onion meat in your pressure cooker, close the cooker and press your meat button or start. if you're using just the pan cook your meat until brown","step 4) it's time to cook   place your onion &amp;meat in your pressure cooker, close the cooker and press your meat button or start. if you're using just the pan cook your meat until brown","['🍳', '😋']"
15750,like the tl seems to be bouncing between those two scenarios as well so idk😭,like the tl seems to be bouncing between those two scenarios as well so idk,['😭']
15751,i never found out what he reminds me of 😻🫶🏽,i never found out what he reminds me of 🫶,"['😻', '🏽']"
15752,i’m just a breakfast kind of guy 🍳,i’m just a breakfast kind of guy ,['🍳']
15753,csk is cooking 🔪🍳,csk is cooking ,"['🔪', '🍳']"
15754,"wait what? i can't believe that someone was waiting for my edit 😭

i'm beyond thankful, actually words can't even describe what i feel

you're too sweet and i'm so so happy that you like it 🥹💗💗💗","wait what? i can't believe that someone was waiting for my edit 

i'm beyond thankful, actually words can't even describe what i feel

you're too sweet and i'm so so happy that you like it ","['😭', '\U0001f979', '💗', '💗', '💗']"
15755,done all rules. thank you for doing this ka.. wml🙏🏻🙏🏻,done all rules. thank you for doing this ka.. wml,"['🙏', '🏻', '🙏', '🏻']"
15756,"honestly it was the greatest 😭😭😭😭 i just want blond, variable long haired siren tennie back","honestly it was the greatest  i just want blond, variable long haired siren tennie back","['😭', '😭', '😭', '😭']"
15757,i only watch it when my brother is watching it on tv😁,i only watch it when my brother is watching it on tv,['😁']
15758,i can see 🚩 but ny favorite color is red 🥴,i can see  but ny favorite color is red ,"['🚩', '🥴']"
15759,they really said their japan date was enough and then went back to being strangers 😆,they really said their japan date was enough and then went back to being strangers ,['😆']
15760,will it be filmed 15 years in the future? 🤣,will it be filmed 15 years in the future? ,['🤣']
15761,cant wait to hear can we go back studio ver😭,cant wait to hear can we go back studio ver,['😭']
15762,"📢 — so  i can’t follow my current shipping schedule, so i adjusted it for the meantime! 

should you have concerns, please don’t hesitate to ask me through dms! 😊"," — so  i can’t follow my current shipping schedule, so i adjusted it for the meantime! 

should you have concerns, please don’t hesitate to ask me through dms! ","['📢', '😊']"
15763,"📢 — will result to shipment after the show dates!
         ❕i also removed jnt  lbc (for the meantime) for box 5  2 of other goods. i’ll only be having two weeks or less to pack - since i want everything to be cleared at least a week before tds2 -"," — will result to shipment after the show dates!
         ❕i also removed jnt &amp; lbc (for the meantime) for box 5 &amp; 2 of other goods. i’ll only be having two weeks or less to pack - since i want everything to be cleared at least a week before tds2 -",['📢']
15764,"📢 — so i can pack and organize everything! meet up will be available for both days, before and after the show. will be staying near moa lang din so i can offer meet up after the show! failure to claim the items before or after the show dates -"," — so i can pack and organize everything! meet up will be available for both days, before and after the show. will be staying near moa lang din so i can offer meet up after the show! failure to claim the items before or after the show dates -",['📢']
15765,"📢 #winkledates [re : meet up]

    ❕meet up for box 5  other goods box 2 will be allowed (there will be a meet up option for mod sa forms). will be around moa, will create a gdm regarding my location as well! will be removing meet up option 3 days before the first show date -"," #winkledates [re : meet up]

    ❕meet up for box 5 &amp; other goods box 2 will be allowed (there will be a meet up option for mod sa forms). will be around moa, will create a gdm regarding my location as well! will be removing meet up option 3 days before the first show date -",['📢']
15766,me taking my time thinking about the interpretation of the scenes for the plot just to be hit with doyoung belting “im gonna kiss your lips” all up in my ears like girl could you repeat that for me???😭😭,me taking my time thinking about the interpretation of the scenes for the plot just to be hit with doyoung belting “im gonna kiss your lips” all up in my ears like girl could you repeat that for me???,"['😭', '😭']"
15767,wahhhhh he is the best really 😭😭😭😭😭,wahhhhh he is the best really ,"['😭', '😭', '😭', '😭', '😭']"
15768,"trust, bro. i don't, nor i want to. black men, step your game and your standards up, because this stereotype needs to die. 😒","trust, bro. i don't, nor i want to. black men, step your game and your standards up, because this stereotype needs to die. ",['😒']
15769,she's not acting cute in front of bodyguards uncle🤌🤌,she's not acting cute in front of bodyguards uncle,"['🤌', '🤌']"
15770,kimie lang i2 guys i love u have fun with the boys 🥹🥹🥹🥹🥹,kimie lang i2 guys i love u have fun with the boys ,"['\U0001f979', '\U0001f979', '\U0001f979', '\U0001f979', '\U0001f979']"
15771,stego! let's be closer 🙆🏻‍♀️🩵🩵,stego! let's be closer ‍♀️🩵🩵,"['🙆', '🏻']"
15772,yesssss and we're ready for the next neo unit to visit europe 🙌🏾,yesssss and we're ready for the next neo unit to visit europe ,"['🙌', '🏾']"
15773,nah other oomfie for playing genshin but umm  no i didnt i was waiting for u to message me 😭 sorry,nah other oomfie for playing genshin but umm  no i didnt i was waiting for u to message me  sorry,['😭']
15774,97 liners back at it again 🙏🏽,97 liners back at it again ,"['🙏', '🏽']"
15775,mississippi get the love 🤝🏾,mississippi get the love ,"['🤝', '🏾']"
15776,i’d be so disappointed if i pulled up to a bbq that only had these two options to go with a plate full of meat 🥴,i’d be so disappointed if i pulled up to a bbq that only had these two options to go with a plate full of meat ,['🥴']
15777,good morning 💗,good morning ,['💗']
15778,big facts best easter fits coming out n shìt 😂,big facts best easter fits coming out n shìt ,['😂']
15779,70 virgins to be precise inshaallah 🤲🏼,70 virgins to be precise inshaallah ,"['🤲', '🏼']"
15780,"7 years with mark lee 🐯💗

#7yearswithmark 
#happynctday
#to7heworld_wearenct
#7년의_우리맘_따뜻하게_감싸준_nct
#永远在你们身边_nct七周年快乐
#nc七永遠に","7 years with mark lee 

#7yearswithmark 
#happynctday
#to7heworld_wearenct
#7년의_우리맘_따뜻하게_감싸준_nct
#永远在你们身边_nct七周年快乐
#nc七永遠に","['🐯', '💗']"
15781,it is an honor tht i hv been loving mark lee for 8 years🥺,it is an honor tht i hv been loving mark lee for 8 years,['🥺']
15782,"#mark_goldenhour streaming chain 🍳

🔗 

tag :     

golden hour out now
#마크가_말아주는_골든아워
#mark_goldenhour #mark","#mark_goldenhour streaming chain 

 

tag :     

golden hour out now
#마크가_말아주는_골든아워
#mark_goldenhour #mark","['🍳', '🔗']"
15783,slow start this morning..i'm just now about to start cooking breakfast...🥞🍳pan sausage  grits,slow start this morning..i'm just now about to start cooking breakfast...pan sausage &amp; grits,"['🥞', '🍳']"
15784,we got another gold mine of outlaw mudshow. what a abysmal pit of failure. 😏🤣🤣,we got another gold mine of outlaw mudshow. what a abysmal pit of failure. ,"['😏', '🤣', '🤣']"
15785,"thank you for being nct u🌹🐰🐱🍑🐯🤍

7 years with nct
#happynctday","thank you for being nct u

7 years with nct
#happynctday","['🌹', '🐰', '🐱', '🍑', '🐯', '🤍']"
15786,😂😂😂 i did read the whole screenshot mississippi get the love and midwest but we won’t sit here and say the whole south cuz everybody in the south don’t eat it, i did read the whole screenshot mississippi get the love and midwest but we won’t sit here and say the whole south cuz everybody in the south don’t eat it,"['😂', '😂', '😂']"
15787,"cries😭😭
7 years with nct
#happynctday
#to7heworld_wearenct
#7년의_우리맘_따뜻하게_감싸준_nct","cries
7 years with nct
#happynctday
#to7heworld_wearenct
#7년의_우리맘_따뜻하게_감싸준_nct","['😭', '😭']"
15788,"happy 7th year nct 💚💚💚 to more memories with you!  

#happynctday 
#to7heworld_wearenct
#7년의_우리맘_따뜻하게_감싸준_nct","happy 7th year nct  to more memories with you!  

#happynctday 
#to7heworld_wearenct
#7년의_우리맘_따뜻하게_감싸준_nct","['💚', '💚', '💚']"
15789,"help rt ‼️
wts // want to sale

all about nct

(detail pict cek thread)

❌ exc adm shopee
✅ nego
✅ freebies
✅ keep event (with dp)
🏠 dom indramayu, jabar
🍊 co via oren

t. nct dream 127 wayv poca pc photocard wts","help rt ‼️
wts // want to sale

all about nct

(detail pict cek thread)

❌ exc adm shopee
✅ nego
✅ freebies
✅ keep event (with dp)
 dom indramayu, jabar
 co via oren

t. nct dream 127 wayv poca pc photocard wts","['🏠', '🍊']"
15790,i baru dengar golden hour and im so proud of you markie 🥹🫶🏻 congratulations for your second song baby!!,i baru dengar golden hour and im so proud of you markie 🫶 congratulations for your second song baby!!,"['\U0001f979', '🏻']"
15791,this brunch buffet  is about to be everythingggg . 😋🥞🍳,this brunch buffet  is about to be everythingggg . ,"['😋', '🥞', '🍳']"
15792,"really loved the transition so i had to use it, hope is looks good 

also i just want to say that i can't wait for the mark's future works, all i know is he will never disappoint us 🥹💗","really loved the transition so i had to use it, hope is looks good 

also i just want to say that i can't wait for the mark's future works, all i know is he will never disappoint us ","['\U0001f979', '💗']"
15793,not the memorial video 😭😭😭🤣😭,not the memorial video ,"['😭', '😭', '😭', '🤣', '😭']"
15794,"appreciation post for our bomik daa and his team 👨‍🍳
they make every possibility to feed us something new 

i lack the words to express this but such generosity and warm hospitality in hostel is appreciable","appreciation post for our bomik daa and his team ‍
they make every possibility to feed us something new 

i lack the words to express this but such generosity and warm hospitality in hostel is appreciable","['👨', '🍳']"
15795,"#mark_goldenhour streaming chain🍳

🔗 

tag :       

qrt with your proof 🧡

golden hour out now
#마크가_말아주는_골든아워
#mark_goldenhour","#mark_goldenhour streaming chain

 

tag :       

qrt with your proof 

golden hour out now
#마크가_말아주는_골든아워
#mark_goldenhour","['🍳', '🔗', '🧡']"
15796,so happy for you i hope he sees you🫶🏻,so happy for you i hope he sees you🫶,['🏻']
15797,"7 years with mark lee 💚

#7yearswithmark 
#happynctday
#to7heworld_wearenct
#7년의_우리맘_따뜻하게_감싸준_nct
#永远在你们身边_nct七周年快乐
#nc七永遠に","7 years with mark lee 

#7yearswithmark 
#happynctday
#to7heworld_wearenct
#7년의_우리맘_따뜻하게_감싸준_nct
#永远在你们身边_nct七周年快乐
#nc七永遠に",['💚']
15798,now i want an egg plushie 🍳😭,now i want an egg plushie ,"['🍳', '😭']"
15799,"legs day done! if nothing else but for my sanity! just putting my focus and breathing into lifting helps so much. yes, i wore my coat…it’s cold in my gym! lfg!!!! 💪 have a great saturday my twitter peeps!! #carnivorediet #carnivore #properhumandiet #nsng #if #weights","legs day done! if nothing else but for my sanity! just putting my focus and breathing into lifting helps so much. yes, i wore my coat…it’s cold in my gym! lfg!!!!  have a great saturday my twitter peeps!! #carnivorediet #carnivore #properhumandiet #nsng #if #weights",['💪']
15800,[#] 7 years with nct💚🫶‼️,[#] 7 years with nct🫶‼️,['💚']
15801,this is why i love having u here in this nation u bring 🌈 positivity 🌈,this is why i love having u here in this nation u bring  positivity ,"['🌈', '🌈']"
15802,"the drawing will be released today 🍳👨‍🍳 🔥, 

davido martinez","the drawing will be released today ‍ , 

davido martinez","['🍳', '👨', '🍳', '🔥']"
15803,with love…🎉🎉🎉🎉,with love…,"['🎉', '🎉', '🎉', '🎉']"
15804,7 years with my beloved nct!❤️‍🩹,7 years with my beloved nct!❤️‍,['🩹']
15805,"so proud of you 7 years with mark lee 💚

#7yearswithmark 
#happynctday
#to7heworld_wearenct
#7년의_우리맘_따뜻하게_감싸준_nct
#永远在你们身边_nct七周年快乐
#nc七永遠に","so proud of you 7 years with mark lee 

#7yearswithmark 
#happynctday
#to7heworld_wearenct
#7년의_우리맘_따뜻하게_감싸준_nct
#永远在你们身边_nct七周年快乐
#nc七永遠に",['💚']
15806,"#mark_goldenhour streaming chain🍳

🔗 

izin tag yaa   

 qrt with your proof!

golden hour out now
#마크가_말아주는_골든아워
#mark_goldenhour","#mark_goldenhour streaming chain

 

izin tag yaa   

 qrt with your proof!

golden hour out now
#마크가_말아주는_골든아워
#mark_goldenhour","['🍳', '🔗']"
15807,"#mark_goldenhour streaming chain🍳

🔗 

tag:   
 

qrt with your proof😊

golden hour out now
#마크가_말아주는_골든아워
#mark_goldenhour #mark","#mark_goldenhour streaming chain

 

tag:   
 

qrt with your proof

golden hour out now
#마크가_말아주는_골든아워
#mark_goldenhour #mark","['🍳', '🔗', '😊']"
15808,i have 6 weeks to have a 4 pack 😂,i have 6 weeks to have a 4 pack ,['😂']
15809,😂😂 i don’t think easter has stopped folks from going out, i don’t think easter has stopped folks from going out,"['😂', '😂']"
15810,even in 12 members they had back then 1-3 seconds screen time i'll never forget! but 4-5 members group👀👀,even in 12 members they had back then 1-3 seconds screen time i'll never forget! but 4-5 members group,"['👀', '👀']"
15811,"everything about this post, your beauty, your fit, the food, the albums, is just 👩🏻‍🍳💋","everything about this post, your beauty, your fit, the food, the albums, is just ‍","['👩', '🏻', '🍳', '💋']"
15812,"🎉  7 years with nct 🎉

nct first ever pioneer ✨
━
#happynctday
#to7heworld_wearenct
#7년의_우리맘_따뜻하게_감싸준_nct
#永远在你们身边_nct七周年快乐
#nc七永遠に #nct","  7 years with nct 

nct first ever pioneer ✨
━
#happynctday
#to7heworld_wearenct
#7년의_우리맘_따뜻하게_감싸준_nct
#永远在你们身边_nct七周年快乐
#nc七永遠に #nct","['🎉', '🎉']"
15813,this three story for the triangular theory of love really gives us dojaejung's amazing acting. so please let this opportunity to cast jungwoo and debut too as an actor 🥺💚 mind as well take them three for a drama as you please 🙇🏻‍♀️,this three story for the triangular theory of love really gives us dojaejung's amazing acting. so please let this opportunity to cast jungwoo and debut too as an actor  mind as well take them three for a drama as you please ‍♀️,"['🥺', '💚', '🙇', '🏻']"
15814,from frying pan  🍳 to fire 🔥,from frying pan   to fire ,"['🍳', '🔥']"
15815,"im getting emotional today😭💚 this year was really special for me, i already met 14/23 of them💚 i wish that i could meet all of them asap🥺🙏🏽 guys, thank you for giving me much of happiness💚 

#happynctday
#to7heworld_wearenct
#7년의_우리맘_따뜻하게_감싸준_nct","im getting emotional today this year was really special for me, i already met 14/23 of them i wish that i could meet all of them asap guys, thank you for giving me much of happiness 

#happynctday
#to7heworld_wearenct
#7년의_우리맘_따뜻하게_감싸준_nct","['😭', '💚', '💚', '🥺', '🙏', '🏽', '💚']"
15816,"mark_goldenhour streaming chain🍳

🔗 

tag:  


qrt with your proof!

golden hour out now
#마크가_말아주는_골든아워
#mark_goldenhour","mark_goldenhour streaming chain

 

tag:  


qrt with your proof!

golden hour out now
#마크가_말아주는_골든아워
#mark_goldenhour","['🍳', '🔗']"
15817,look at him hes a babie and his cute tiny bangs ughhhhhhhhh but when he started rapping in t7s 🫠🫠🫠,look at him hes a babie and his cute tiny bangs ughhhhhhhhh but when he started rapping in t7s ,"['\U0001fae0', '\U0001fae0', '\U0001fae0']"
15818,city wins again tonight👩🏽‍🍳,city wins again tonight‍,"['👩', '🏽', '🍳']"
15819,are we talking about spaghetti ? because that’s what they’re referring to in that paragraph lol but it ain’t that deep for me 🤝🏾,are we talking about spaghetti ? because that’s what they’re referring to in that paragraph lol but it ain’t that deep for me ,"['🤝', '🏾']"
15820,"#mark_goldenhour streaming chain🍳

🔗 

izin tag:  
 qrt with your proof!

golden hour out now
#마크가_말아주는_골든아워
#mark_goldenhour","#mark_goldenhour streaming chain

 

izin tag:  
 qrt with your proof!

golden hour out now
#마크가_말아주는_골든아워
#mark_goldenhour","['🍳', '🔗']"
15821,was a bit squeaky bum at that last free kick but boy oh boy that jota goal 👨‍🍳💋. i said to l that’s the calendar shot for next year sorted,was a bit squeaky bum at that last free kick but boy oh boy that jota goal ‍. i said to l that’s the calendar shot for next year sorted,"['👨', '🍳', '💋']"
15822,"💚

7 years with nct
#happynctday
#to7heworld_wearenct
#7년의_우리맘_따뜻하게_감싸준_nct","

7 years with nct
#happynctday
#to7heworld_wearenct
#7년의_우리맘_따뜻하게_감싸준_nct",['💚']
15823,"#mark_goldenhour streaming chain🍳

🔗 

tag:  
 
qrt with your proof borrr

golden hour out now
#마크가_말아주는_골든아워
#mark_goldenhour #mark","#mark_goldenhour streaming chain

 

tag:  
 
qrt with your proof borrr

golden hour out now
#마크가_말아주는_골든아워
#mark_goldenhour #mark","['🍳', '🔗']"
15824,"happy nct anniversary!

you've come so far mark 🥹🖤 
we are beyond proud of you and we got your back, thank you for everything you're doing for us, the most hardworking person on the planet.

#7yearswithmark
#우리마크_데뷔7주년_축하해","happy nct anniversary!

you've come so far mark  
we are beyond proud of you and we got your back, thank you for everything you're doing for us, the most hardworking person on the planet.

#7yearswithmark
#우리마크_데뷔7주년_축하해","['\U0001f979', '🖤']"
15825,lemme roll outta bed and go take myself out to breakfast ☀️🍳🧇☺️,lemme roll outta bed and go take myself out to breakfast ☀️☺️,"['🍳', '🧇']"
15826,"—— 03🐶

me and you and a dog named boo | #markmin  

#บูmm","—— 03

me and you and a dog named boo | #markmin  

#บูmm",['🐶']
15827,they can’t wear closure?😒,they can’t wear closure?,['😒']
15828,"hey #rwby9spoilers fans! while we're all shook from the latest episode, i wanted to share something cool. download temu app and use my invitation code 106727494 to get cash while shopping online! let's make our wallets happy as we recover from that intense storyline 🤑💸 #temu","hey #rwby9spoilers fans! while we're all shook from the latest episode, i wanted to share something cool. download temu app and use my invitation code 106727494 to get cash while shopping online! let's make our wallets happy as we recover from that intense storyline  #temu","['🤑', '💸']"
15829,when p dating nung box 2 other guds????? — hello! this week (early this week) 😊 hopefully by mondayy!!,when p dating nung box 2 other guds????? — hello! this week (early this week)  hopefully by mondayy!!,['😊']
15830,i think i should change my playlist na .. my current one reminds me of that person 🥲,i think i should change my playlist na .. my current one reminds me of that person ,['🥲']
15831,this is too funny 😭😭😭😭😭,this is too funny ,"['😭', '😭', '😭', '😭', '😭']"
15832,i can’t believe it’s been seven years😭 time absolutely flies!!! happy seven years nct and happy seven years mark🥹 so happy to be a part of your journey🫶,i can’t believe it’s been seven years time absolutely flies!!! happy seven years nct and happy seven years mark so happy to be a part of your journey🫶,"['😭', '\U0001f979']"
15833,😂😂 i’m going to a pool party, i’m going to a pool party,"['😂', '😂']"
15834,"always working hard, most driven man i know  i have the biggest utmost respect for him. mark lee keep doing what you love, be healthy  happy i love  support you bby 🥺
#happynctday
#to7heworld_wearenct
#7년의_우리맘_따뜻하게_감싸준_nct
#永远在你们身边_nct七周年快乐
#nc七永遠に","always working hard, most driven man i know &amp; i have the biggest utmost respect for him. mark lee keep doing what you love, be healthy &amp; happy i love &amp; support you bby 
#happynctday
#to7heworld_wearenct
#7년의_우리맘_따뜻하게_감싸준_nct
#永远在你们身边_nct七周年快乐
#nc七永遠に",['🥺']
15835,and happy 7 years to this iconic rap😩🔥,and happy 7 years to this iconic rap,"['😩', '🔥']"
15836,"mark_goldenhour streaming chain🍳

🔗 

izin tag    

qrt with your proof😊

golden hour out now ‼️
#마크가_말아주는_골든아워
#goldenhourwithmark
#mghd2_leenvander","mark_goldenhour streaming chain

 

izin tag    

qrt with your proof

golden hour out now ‼️
#마크가_말아주는_골든아워
#goldenhourwithmark
#mghd2_leenvander","['🍳', '🔗', '😊']"
15837,that’s if we get lucky and he doesn’t dye it again 😭😭😭,that’s if we get lucky and he doesn’t dye it again ,"['😭', '😭', '😭']"
15838,#7yearswithmark 🐯💚🌱,#7yearswithmark ,"['🐯', '💚', '🌱']"
15839,"""____ is seeing 7dream!"" and i am seeing my therapist 😞🔫","""____ is seeing 7dream!"" and i am seeing my therapist ","['😞', '🔫']"
15840,i need to rewatch this live😂,i need to rewatch this live,['😂']
15841,"💚 7 years with nct 💚

#happynctday
#to7heworld_wearenct
#7년의_우리맘_따뜻하게_감싸준_nct
#永远在你们身边_nct七周年快乐
#nc七永遠に #nct"," 7 years with nct 

#happynctday
#to7heworld_wearenct
#7년의_우리맘_따뜻하게_감싸준_nct
#永远在你们身边_nct七周年快乐
#nc七永遠に #nct","['💚', '💚']"
15842,so many annoying characters in das 😭😭😭 even worse than aouad but cant complain much bc its realistic lol,so many annoying characters in das  even worse than aouad but cant complain much bc its realistic lol,"['😭', '😭', '😭']"
15843,"lampard, clueless he’s better off as a pundit, cook 👨‍🍳 or a fitness trainer","lampard, clueless he’s better off as a pundit, cook ‍ or a fitness trainer","['👨', '🍳']"
15844,i’ma find the right track and make a song bout my truck 😂😂,i’ma find the right track and make a song bout my truck ,"['😂', '😂']"
15845,"did the same thing here 🤷🏽 sorry i get how it's funny but i gotta correct always lol (""um, actually""  ""no, that's not the case"" guy since birth)","did the same thing here  sorry i get how it's funny but i gotta correct always lol (""um, actually"" &amp; ""no, that's not the case"" guy since birth)","['🤷', '🏽']"
15846,i would love to 😫😫,i would love to ,"['😫', '😫']"
15847,#7yearswithmark 💖💖💖💖,#7yearswithmark ,"['💖', '💖', '💖', '💖']"
15848,"i can hear can we go back and kiss just by looking at these pictures 😵‍💫

the melody of scents
: triangular theory of love #passion

#dojaejung_passion","i can hear can we go back and kiss just by looking at these pictures ‍

the melody of scents
: triangular theory of love #passion

#dojaejung_passion","['😵', '💫']"
15849,"#dontmissout to go nuts at the #cashewfestgoa2023 with specially curated menu by  🌰🍴🤩

indulge in the rich cultural heritage of goan cuisine with delicious cashew-infused dishes. 🍽️👨‍🍳

it's going to be a one-of-a-kind gastronomic experience! 😋👌 #avoskitchen","#dontmissout to go nuts at the #cashewfestgoa2023 with specially curated menu by  

indulge in the rich cultural heritage of goan cuisine with delicious cashew-infused dishes. ️‍

it's going to be a one-of-a-kind gastronomic experience!  #avoskitchen","['🌰', '🍴', '🤩', '🍽', '👨', '🍳', '😋', '👌']"
15850,"what’s happening, why all the mark lee search in melon? 😳🤔","what’s happening, why all the mark lee search in melon? ","['😳', '🤔']"
15851,"#11thyearswithexo i don’t know what to say, but thankyou for being you exo, thankyou for saving so many lifes! we are one exo saranghajaaaa!🤍🤍","#11thyearswithexo i don’t know what to say, but thankyou for being you exo, thankyou for saving so many lifes! we are one exo saranghajaaaa!","['🤍', '🤍']"
15852,why did they not use 423? (i will actually try do it for fun idk and act like i 'accidentally' did it i'm sorry 😭,why did they not use 423? (i will actually try do it for fun idk and act like i 'accidentally' did it i'm sorry ,['😭']
15853,"jaehyun as a chef, he so damn sexc for this 😭😭","jaehyun as a chef, he so damn sexc for this ","['😭', '😭']"
15854,"selamat tujuh tahun nct, 
selamat tujuh tahun debut my evil twin markten.. 
debuted with the 7th sense ik y'all born to be an icon, 
cheers to another history written under ur name💗","selamat tujuh tahun nct, 
selamat tujuh tahun debut my evil twin markten.. 
debuted with the 7th sense ik y'all born to be an icon, 
cheers to another history written under ur name",['💗']
15855,"oh, yes! yes! our greatest neo chefs 🥺💕","oh, yes! yes! our greatest neo chefs ","['🥺', '💕']"
15856,"💚💚

7 years with nct
#happynctday  
#to7heworld_wearenct
#7년의_우리맘_따뜻하게_감싸준_nct","

7 years with nct
#happynctday  
#to7heworld_wearenct
#7년의_우리맘_따뜻하게_감싸준_nct","['💚', '💚']"
15857,the timing was just too perfect 🙆🏾‍♂️what are the odds this would happen??,the timing was just too perfect ‍♂️what are the odds this would happen??,"['🙆', '🏾']"
15858,we just gonna ignore how beautiful that clap is tho? 👨‍🍳🤌🏻 10/10,we just gonna ignore how beautiful that clap is tho? ‍ 10/10,"['👨', '🍳', '🤌', '🏻']"
15859,"happy 7th anniversary nct!!! 💚

7 years with nct
#happynctday
#to7heworld_wearenct
#7년의_우리맘_따뜻하게_감싸준_nct
#永远在你们身边_nct七周年快乐
#nc七永遠に #nct","happy 7th anniversary nct!!! 

7 years with nct
#happynctday
#to7heworld_wearenct
#7년의_우리맘_따뜻하게_감싸준_nct
#永远在你们身边_nct七周年快乐
#nc七永遠に #nct",['💚']
15860,"7 years with markyong🥺🤍

7 years with nct
#happynctday
#to7heworld_wearenct
#7년의_우리맘_따뜻하게_감싸준_nct
#永远在你们身边_nct七周年快乐
#nc七永遠に","7 years with markyong

7 years with nct
#happynctday
#to7heworld_wearenct
#7년의_우리맘_따뜻하게_감싸준_nct
#永远在你们身边_nct七周年快乐
#nc七永遠に","['🥺', '🤍']"
15861,"ok, that's enough. it's impossible to rationalize with ignorance.  stay as you are  continue in their plantation. knowledge is power, but you probably don't even bother to know what it means  prefer to continue questioning me. keep paying $10 for a dozen 🥚 🐣 🍳.
i'm done🫡.","ok, that's enough. it's impossible to rationalize with ignorance.  stay as you are &amp; continue in their plantation. knowledge is power, but you probably don't even bother to know what it means &amp; prefer to continue questioning me. keep paying $10 for a dozen   .
i'm done.","['🥚', '🐣', '🍳', '\U0001fae1']"
15862,"7th sense. 7 years with you guys. love you always. 💚🩵🤍

7 years with nct
#happynctday  
#to7heworld_wearenct
#7년의_우리맘_따뜻하게_감싸준_nct","7th sense. 7 years with you guys. love you always. 🩵

7 years with nct
#happynctday  
#to7heworld_wearenct
#7년의_우리맘_따뜻하게_감싸준_nct","['💚', '🤍']"
15863,"oh god actor jeong jaehyun is back!
i love the story! 😍 so excited for the two, doyoung and jungwoo! 💚","oh god actor jeong jaehyun is back!
i love the story!  so excited for the two, doyoung and jungwoo! ","['😍', '💚']"
15864,", you are so lucky to see them bestie 😭🫂",", you are so lucky to see them bestie ","['😭', '🫂']"
15865,for what? (2) 😭,for what? (2) ,['😭']
15866,"time flies so fast isn’t it? i just remember that time when u released t7s and there is lyrics says “joyonghi open your eyes” and long time before that i just claimed my korean name “jooyoung”, i got crazy by that..

anuway #happynctday bby! thankyou for existing💚🤍","time flies so fast isn’t it? i just remember that time when u released t7s and there is lyrics says “joyonghi open your eyes” and long time before that i just claimed my korean name “jooyoung”, i got crazy by that..

anuway #happynctday bby! thankyou for existing","['💚', '🤍']"
15867,might obstruct the view of other fans po if balloons 🥺 esp for standing area :((,might obstruct the view of other fans po if balloons  esp for standing area :((,['🥺']
15868,i got labels telling engineers to mix like me. an engineer who has never gotten label work. an engineer without plays. an engineer with no plaques. 😮‍💨 i'm him.,i got labels telling engineers to mix like me. an engineer who has never gotten label work. an engineer without plays. an engineer with no plaques. ‍ i'm him.,"['😮', '💨']"
15869,"💚 happy 7th anniversary my family 💚 
let's stay together forever🫂

#happynctday
#to7heworld_wearenct
#7년의_우리맘_따뜻하게_감싸준_nct
#永远在你们身边_nct七周年快乐
#nc七永遠に #nct"," happy 7th anniversary my family  
let's stay together forever

#happynctday
#to7heworld_wearenct
#7년의_우리맘_따뜻하게_감싸준_nct
#永远在你们身边_nct七周年快乐
#nc七永遠に #nct","['💚', '💚', '🫂']"
15870,"🥃✨live now✨🥃

 'the whisky lounge' with    and🥃a short course in bourbon.

all aspects of enjoying scotch, bourbon  rye for a good cause:👨‍🍳   his team:

let's have more soup 4 ukraine! 🥣🇺🇦


#live on the…","✨live now✨

 'the whisky lounge' with  &amp;  anda short course in bourbon.

all aspects of enjoying scotch, bourbon &amp; rye for a good cause:‍  &amp; his team:

let's have more soup 4 ukraine! 


#live on the…","['🥃', '🥃', '🥃', '👨', '🍳', '🥣', '🇺', '🇦']"
15871,a peaceful day for lee jeno and his kid chenle😌,a peaceful day for lee jeno and his kid chenle,['😌']
15872,we've been working on accessibility features! we'd love to hear your suggestions or comments! 😊 #screenshotsaturday #ue4 #indiegames,we've been working on accessibility features! we'd love to hear your suggestions or comments!  #screenshotsaturday #ue4 #indiegames,['😊']
15873,just started my day off w half of a glazed donut tho… 🫡 tbh i want spinach eggs tho 💔,just started my day off w half of a glazed donut tho…  tbh i want spinach eggs tho ,"['\U0001fae1', '💔']"
15874,jaehyun is so beautiful. i remember precisely how was my vals era. i spent my days cekikikan karena jaehyun is too good to be true. his smile is literally the most beautiful thing. i love you ❤️‍🩹,jaehyun is so beautiful. i remember precisely how was my vals era. i spent my days cekikikan karena jaehyun is too good to be true. his smile is literally the most beautiful thing. i love you ❤️‍,['🩹']
